fishID.univ,n,fishID.lateral,watershed,habitat,watershed.habitat,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,n.1,file.name.ventral,watershed.1,habitat.1,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,FishID.ArmorGills,Watershed,Habitat.L.0..S.1,sequenced.neuro..funct..from.these,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Notes,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,FileName.GillRakerDig,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
BeaL13.041,41,BeaL13.01_41_side_retake.JPG,beaver,lake,beaver.L,3.99,4.55,9.11,1.51,7.09,2.39,7.61,1.95,2.68,3.46,10.48,5.33,4.29,14.9,315.98,37.68,41,BeaL13.01_41.JPG,beaver,lake,8.87,2.19,1.63,3.31,2.96,1.98,6.61,4.71,3.76,2.35,BeaL13.01_41,Beaver,0,no,0.66,36.83,5.7,5,5.53,5,,18,18,BeaL13.01_41.JPG,0.67,0.67,0.76,3.56
BeaL13.042,42,BeaL13.01_42.JPG,beaver,lake,beaver.L,4.53,5.63,13.93,2.43,10.57,2.96,10.9,3.13,3.9,4.99,15.28,9.7,7.39,26.05,1581.92,55.15,42,BeaL13.01_42.JPG,beaver,lake,11.42,3.57,2.75,3.77,4.16,2.62,10.77,7.57,5.72,3.29,BeaL13.01_42,Beaver,0,no,2.08,55.57,7.4,5,7.71,5,,18,18,BeaL13.01_42.JPG,1.2,1.05,1.06,2.62
BeaL13.043,43,BeaL13.01_43.JPG,beaver,lake,beaver.L,3.39,3.95,9.36,1.92,8.46,2.3,8.99,2.42,3.1,4.19,12.73,6.72,5.37,18.72,805.27,42.22,43,BeaL13.01_43.JPG,beaver,lake,10.22,2.71,2.12,3.16,3.59,2.34,7.02,5.14,4.33,2.84,BeaL13.01_43,Beaver,0,no,1.09,41.7,5.13,4,5.12,4,,17,17,BeaL13.01_43.JPG,0.83,0.77,0.79,3.27
BeaL13.044,44,BeaL13.01_44.JPG,beaver,lake,beaver.L,3.84,4.51,10.49,1.67,8.61,2.44,8.46,2.55,3.38,4.21,12.54,6.85,5.69,19.85,855.36,42.53,44,BeaL13.01_44.JPG,beaver,lake,10.42,2.48,1.72,2.9,3.43,2.06,6.88,3.96,4.25,2.67,BeaL13.01_44,Beaver,0,no,0.93,42,5.15,6,5.17,6,,20,20,BeaL13.01_44b.JPG,0.84,0.81,0.83,3.41
BeaS13.060,1,BeaS13.02_60.JPG,beaver,stream,beaver.S,4.86,5.35,13.59,2.49,9.36,3.3,10.99,2.39,4.12,4.54,15.2,9.31,6.33,25.04,1030.07,52.79,1,Bea13LS.02_60.JPG,beaver,stream,13.11,4.35,3.35,4.08,4.92,3.25,8.88,6.16,4.39,3.24,Bea13LS.02_60,Beaver,1,yes,1.84,51.82,7.31,6,7.1,6,,17,17,Bea13LS.02_60.JPG,1.1,1.03,1.08,2.25
BeaS13.061,2,BeaS13.02_61.JPG,beaver,stream,beaver.S,5.84,5.94,12.76,2.59,10.38,3.85,12.58,2.55,4.3,4.73,16.04,10.13,6.72,27.47,1170.64,52.76,2,Bea13LS.02_61b_ventral_retake.JPG,beaver,stream,11.41,4.69,4.39,5.67,5.66,3.86,8.98,5.92,5.35,3.71,Bea13LS.02_61,Beaver,1,yes,2.46,52.52,7.99,6,7.71,6,,17,17,Bea13LS.02_61.JPG,1.04,1.15,1.13,2.25
BeaS13.062,3,BeaS13.02_62.JPG,beaver,stream,beaver.S,5.13,5.6,14.01,2.51,10.73,2.44,12.63,2.39,4.46,4.73,16.15,9.92,6.71,25.99,1126.86,52.53,3,Bea13LS.02_62.JPG,beaver,stream,12.45,4.36,3.73,5.86,6.34,4.61,9,5.43,5.08,3.43,Bea13LS.02_62,Beaver,1,yes,2.36,51.71,6.22,6,6.07,5,,17,17,Bea13LS.02_62.JPG,1.13,1.24,0.89,2.39
BeaS13.063,4,BeaS13.02_63.JPG,beaver,stream,beaver.S,5.62,6.01,10.87,2.36,8,2.67,10.39,2.11,3.26,4.19,13.43,NA,NA,NA,NA,48.78,4,Bea13LS.02_63.JPG,beaver,stream,11.64,3.42,2.4,3.7,4.91,2.98,9.34,5.93,4.07,3.12,Bea13LS.02_63,Beaver,1,no,1.62,48.32,7.56,6,7.69,6,,17,17,Bea13LS.02_63a.JPG,1.14,1.1,1.07,2.62
BeaS13.064,5,BeaS13.02_64.JPG,beaver,stream,beaver.S,5.39,5.66,11.82,2.64,7.57,2.91,11.39,1.88,3.3,3.91,13.91,NA,NA,NA,NA,49.75,5,Bea13LS.02_64.JPG,beaver,stream,11.36,3.9,3.73,4.7,6.02,4.51,9.57,7.22,4,2.77,Bea13LS.02_64,Beaver,1,yes,1.9,50.52,7.23,6,7.19,7,,18,18,Bea13LS.02_64.JPG,1.09,1.09,1.07,2.52
BeaS13.065,6,BeaS13.02_65.JPG,beaver,stream,beaver.S,4.17,4.08,8.7,1.57,6.18,2.48,8.41,1.8,2.48,3.47,10.55,NA,NA,NA,NA,35.94,6,Bea13LS.02_65b.JPG,beaver,stream,8.17,2.5,1.95,3.3,3.53,1.97,5.77,4.18,3.12,2.45,Bea13LS.02_65,Beaver,1,no,0.67,36.52,5.63,8,5.94,7,,18,18 top 6 sperated,Bea13LS.02_65.JPG,0.72,0.67,0.69,3.71
BeaS13.066,7,BeaS13.02_66.JPG,beaver,stream,beaver.S,5.74,5.93,11.55,2.34,8.73,2.62,11.22,2.38,4.13,4.6,14.77,9.03,6.42,24.15,955.23,49.29,7,Bea13LS.02_66.JPG,beaver,stream,10.78,3.72,2.93,4.2,5.13,3.19,9.45,6.48,4.29,3.12,Bea13LS.02_66,Beaver,1,no,1.71,49.05,7.57,7,7.81,7,,18,18,Bea13LS.02_66.JPG,1.11,1.01,1.02,2.9
BeaS13.067,8,BeaS13.02_67.JPG,beaver,stream,beaver.S,4.98,5.41,11.52,2.29,9.27,2.87,10.99,2.2,4.18,4.29,14.86,9.59,6.12,25.87,1010.47,48.98,8,Bea13LS.02_67.JPG,beaver,stream,11.15,3.61,2.96,4.44,5.25,3.07,9.71,6.28,4.21,3.18,Bea13LS.02_67,Beaver,1,no,1.7,48.83,7.47,6,7.69,6,,17,17,Bea13LS.02_67b.JPG,1.12,1.13,1.13,2.47
BeaS13.068,9,BeaS13.02_68.JPG,beaver,stream,beaver.S,3.96,4.35,8.45,1.57,6.64,1.84,8.35,1.89,2.52,3.61,11.08,6.64,5.43,18.89,620.54,38.51,9,Bea13LS.02_68.JPG,beaver,stream,9.58,2.87,2.48,3.33,3.76,2.09,6.86,4.56,3.18,2.54,Bea13LS.02_68,Beaver,1,no,0.76,37.66,5.9,7,6.01,7,,14,12 top two separated but count confirmed,Bea13LS.02_68.JPG,0.74,0.68,0.64,3.58
BeaS13.069,10,BeaS13.02_69.JPG,beaver,stream,beaver.S,4.34,5.65,11.89,2.25,7.99,3.16,12.02,1.59,4.17,4.18,14.79,9.31,6.49,24.88,1034.72,51.36,10,Bea13LS.02_69.JPG,beaver,stream,9.73,4,3.77,5.25,5.76,4.56,9.29,6.49,4.27,3.29,Bea13LS.02_69,Beaver,1,yes,2.18,50.73,7.14,5,6.8,5,,20,20,Bea13LS.02_69.JPG,0.83,0.92,1.01,2.81
BeaS13.070,11,BeaS13.02_70.JPG,beaver,stream,beaver.S,6.26,6.06,11.89,2.47,8.26,2.71,10.9,2.25,4.03,4.4,15.04,9.15,6.34,24.47,994.75,52.02,11,Bea13LS.02_70.JPG,beaver,stream,11.62,3.65,2.76,4.59,5.34,3.78,9.85,6.35,4.71,3.01,Bea13LS.02_70,Beaver,1,yes,1.93,52.3,7.91,6,8.06,6,,15,15,Bea13LS.02_70.JPG,1.06,0.97,1.09,2.66
BeaS13.071,12,BeaS13.02_71.JPG,beaver,stream,beaver.S,5.58,6.42,11.53,2.39,8.72,2.6,10.17,2.05,3.29,4.17,13.27,9.35,6.69,25.08,948.23,46.3,12,Bea13LS.02_71b_ventral_retake.JPG,beaver,stream,10.12,3.57,3.28,4.26,4.79,2.65,9.21,5.6,4.19,3.34,Bea13LS.02_71,Beaver,1,yes,1.51,46.17,7.55,7,7.61,7,,18,18,Bea13LS.02_71.JPG,1,1.01,1.03,2.46
BeaS13.072,13,BeaS13.02_72.JPG,beaver,stream,beaver.S,3.57,4,8.06,1.51,6.11,1.99,7.86,1.57,2.15,3.49,10.2,6.53,4.51,17.55,478.55,34.95,13,Bea13LS.02_72.JPG,beaver,stream,8.26,2.59,2.18,2.95,3.3,1.82,6.64,4.12,3.1,2.35,Bea13LS.02_72,Beaver,1,no,0.63,35.19,5.26,6,5.24,6,,16,16,Bea13LS.02_72.JPG,0.72,0.71,0.65,3.57
BeaS13.073,14,BeaS13.02_73.JPG,beaver,stream,beaver.S,5.69,5.56,12.26,2.16,8.15,2.84,10.79,2.14,3.87,4.09,13.99,7.62,6.57,23,805.82,47.26,14,Bea13LS.02_73.JPG,beaver,stream,10.16,3.12,2.18,4.6,4.96,2.82,9.6,6.07,4.19,2.99,Bea13LS.02_73,Beaver,1,yes,1.63,47.23,7.53,6,7.72,6,,19,19,Bea13LS.02_73.JPG,1.08,1.08,1.09,2.74
BeaS13.074,15,BeaS13.02_74.JPG,beaver,stream,beaver.S,3.42,4.6,10.09,2,6.63,2.13,9.21,1.76,2.79,3.89,11.97,7.14,5.65,19.91,609.27,42.12,15,Bea13LS.02_74.JPG,beaver,stream,9,3.07,2.36,4.06,4.12,2.23,6.64,4.85,3.82,3.07,Bea13LS.02_74,Beaver,1,no,1.07,42.57,5.91,4,5.79,6,,19,19,Bea13LS.02_74.JPG,0.72,0.84,0.79,2.97
BeaS13.075,16,BeaS13.02_75_side_retake.JPG,beaver,stream,beaver.S,6.03,6.2,11.46,2.42,8.42,3.15,13.68,2.38,3.91,4.59,15.64,10.31,6.77,27.74,1370.57,55.17,16,Bea13LS.02_75_ventral_retake.JPG,beaver,stream,12.44,4.46,4.82,5.39,6.3,4.45,10.49,7.3,4.7,3.29,Bea13LS.02_75,Beaver,1,no,2.75,54.54,8,5,8.16,5,,17,17,Bea13LS.02_75.JPG,1,1,0.9,2.49
BeaS13.076,17,BeaS13.02_76.JPG,beaver,stream,beaver.S,3.63,3.77,7.55,1.32,5.05,1.89,6.92,1.16,2.31,3.27,9.59,6.12,3.73,16.12,367.06,33.86,17,Bea13LS.02_76.JPG,beaver,stream,7.26,2.2,2.03,2.88,3.32,1.84,6.81,4.29,2.64,2.18,Bea13LS.02_76,Beaver,1,no,0.52,34.11,5.34,5,5.43,5,,15,13 top two seperated,Bea13LS.02_76.JPG,0.59,0.45,0.31,4.42
BeaS13.077,18,BeaS13.02_77.JPG,beaver,stream,beaver.S,5.7,6.49,12.96,2.35,9.68,2.27,11.04,3.16,4.07,4.03,14.51,9.28,6.27,25.32,1001.18,49.1,18,Bea13LS.02_77.JPG,beaver,stream,11.73,3.49,2.34,4.28,5.44,3.34,8.54,5.32,4.97,3.54,Bea13LS.02_77,Beaver,1,yes,1.84,49.1,7.7,5,7.85,5,,17,17 top 4 seperated,Bea13LS.02_77.JPG,1.07,1.09,0.97,2.72
BeaS13.078,19,BeaS13.02_78.JPG,beaver,stream,beaver.S,5.34,6.18,10.02,2.06,7.18,3,10.88,1.31,3.34,4.4,13.22,9.07,5.75,23.97,949.45,46.37,19,Bea13LS.02_78.JPG,beaver,stream,10.36,3.76,3.85,5.35,5.73,3.97,9.73,6.97,4.14,3.24,Bea13LS.02_78,Beaver,1,yes,1.85,48.14,7.84,4,8.14,4,,16,15bottom one left in count confirmed,Bea13LS.02_78.JPG,0.95,1,0.99,2.63
BeaS13.079,20,BeaS13.02_79.JPG,beaver,stream,beaver.S,5.33,5.93,10.64,1.98,7.01,2.64,9.4,1.97,3.24,3.97,12.78,7.62,5.53,20.97,705.42,44.55,20,Bea13LS.02_79.JPG,beaver,stream,9.44,3.1,2.96,3.23,4.24,2.62,9.59,6.2,3.78,2.74,Bea13LS.02_79,Beaver,1,no,1.13,44.04,7.51,6,7.58,6,,18,18,Bea13LS.02_79.JPG,0.82,0.81,0.74,3.48
BeaS13.080,21,BeaS13.02_80.JPG,beaver,stream,beaver.S,6.14,6.6,11.25,2.22,7.2,1.79,10.52,2.41,3.39,4.31,13.62,7.7,6.46,22.88,799.55,48.33,21,Bea13LS.02_80_ventral_retake.JPG,beaver,stream,10.24,3.87,3.76,3.92,4.8,2.79,9.81,6.26,4.13,3.17,Bea13LS.02_80,Beaver,1,no,1.55,47.04,8.33,7,8.59,7,,18,18,Bea13LS.02_80b.JPG,0.91,0.92,0.93,2.86
BeaS13.081,22,BeaS13.02_81.JPG,beaver,stream,beaver.S,4.84,6.12,13.2,2.61,8.2,2.09,13.28,2.47,2.91,4.77,14.22,10.07,6.65,27.8,1268.68,53.45,22,Bea13LS.02_81b_ventral_retake.JPG,beaver,stream,11.25,3.65,2.72,5.95,6.14,4.12,9.6,6.99,4.86,3.57,Bea13LS.02_81,Beaver,1,yes,2.74,54.12,7.8,4,8,4,,15,15,Bea13LS.02_81.JPG,1.12,1.17,1.17,2.67
BeaS13.082,23,BeaS13.02_82.JPG,beaver,stream,beaver.S,5.22,6.12,12.96,2.6,9.01,2.07,12.17,2.51,3.39,4.42,14.5,8.96,7.43,25.6,1045.37,53.66,23,Bea13LS.02_82b_ventral_retake.JPG,beaver,stream,11.77,3.78,2.91,5.32,6.47,4.53,9.94,6.82,4.62,3.23,Bea13LS.02_82,Beaver,1,yes,2.56,53.95,7.48,5,7.97,5,,16,16,Bea13LS.02_82.JPG,0.89,0.94,0.96,2.38
BeaS13.083,24,BeaS13.02_83.JPG,beaver,stream,beaver.S,5.1,5.77,12.04,2.42,8.17,2.31,12.19,2.37,3.37,4.17,15.09,9.27,6.53,25.35,995.96,53.57,24,Bea13LS.02_83_ventral_retake.JPG,beaver,stream,11.44,3.89,3.2,5.07,6.15,3.99,10.62,7.1,4.92,3.62,Bea13LS.02_83,Beaver,1,no,2.32,51.97,7.81,6,8.04,7,,16,16,Bea13LS.02_83.JPG,1.19,1.14,1.13,2.59
BeaS13.084,25,BeaS13.02_84.JPG,beaver,stream,beaver.S,5.5,5.83,13.8,2.66,9.63,3.15,14.18,2.07,4.03,4.98,16.68,9.18,8.4,28.36,1426.85,58.15,25,Bea13LS.02_84b_ventral_retake.JPG,beaver,stream,13.9,4.34,2.39,6.3,6.83,4.75,10.73,7.31,5.48,3.97,Bea13LS.02_84,Beaver,1,yes,3.39,58.91,8.19,5,8.24,4,,15,15,Bea13LS.02_84.JPG,1.16,1.11,1.13,2.21
BeaS13.085,26,BeaS13.02_85.JPG,beaver,stream,beaver.S,4.87,5.34,9.83,2.12,6.96,2.13,9.64,2.05,2.55,4.14,12.4,7.03,5.77,21.24,667.82,44.45,26,Bea13LS.02_85b_ventral_retake.JPG,beaver,stream,10.37,2.91,1.93,3.51,4.68,3.13,8.98,6.58,3.65,2.71,Bea13LS.02_85,Beaver,1,no,1.23,44.66,7.51,5,7.33,5,,16,16,Bea13LS.02_85.JPG,0.95,0.92,0.89,3.23
BeaS13.086,27,BeaS13.02_86.JPG,beaver,stream,beaver.S,4.83,5.69,12.65,2.53,8.43,2.79,13.02,1.99,3.45,4.43,15.41,9.25,6.87,27.78,1240.29,54.62,27,Bea13LS.02_86b_ventral_retake.JPG,beaver,stream,11.42,4.42,4.19,4.62,6.44,4.49,10.83,7.94,4.51,3.39,Bea13LS.02_86,Beaver,1,no,2.65,54.61,7.7,6,7.61,6,,18,18,Bea13LS.02_86.JPG,1,1.04,0.89,2.58
BeaS13.087,28,BeaS13.02_87_side_retake.JPG,beaver,stream,beaver.S,4.1,4.24,8.55,1.96,6.14,2.21,8.23,1.82,2.35,3.7,10.47,5.31,4.54,16.99,459.76,35.78,28,Bea13LS.02_87b_ventral_retake.JPG,beaver,stream,7.84,2.5,1.84,3.13,3.73,2.24,7.17,4.73,3.16,2.44,Bea13LS.02_87,Beaver,1,no,0.66,35.73,5.63,6,5.37,6,,17,17 top 4 seperated,Bea13LS.02_87b.JPG,0.63,0.61,0.64,4.02
BeaS13.088,29,BeaS13.02_88.JPG,beaver,stream,beaver.S,6.17,7.46,14.25,2.82,9.54,4.26,13.43,2.5,3.57,5.09,15.95,10.48,7.86,29.41,1786.22,56.98,29,Bea13LS.02_88_ventral_retake.JPG,beaver,stream,13.22,4.08,2.7,6.49,6.64,5.11,12.18,8.8,5.1,3.37,Bea13LS.02_88,Beaver,1,no,2.81,57.12,9.87,5,9.81,5,,15,15,Bea13LS.02_88.JPG,1.42,1.42,1.25,2.09
BeaS13.089,30,BeaS13.02_89.JPG,beaver,stream,beaver.S,5.46,6.74,12.01,2.6,8.89,2.65,11.99,2.92,3.37,5.02,15.07,10.34,7.84,27.88,1736.37,53.28,30,Bea13LS.02_89_ventral_retake.JPG,beaver,stream,10.73,3.77,2.76,5.46,5.87,4.07,10.23,7.53,3.61,2.71,Bea13LS.02_89,Beaver,1,no,2.26,52.47,7.96,5,8.03,5,,17,17,Bea13LS.02_89.JPG,1.13,1.11,1.08,2.74
BeaS13.090,31,BeaS13.02_90.JPG,beaver,stream,beaver.S,5.36,5.72,10.13,2.12,6.64,2.02,9.86,1.94,2.7,3.93,12.62,7.85,5.76,23.13,976.43,44.68,31,Bea13LS.02_90_ventral_retake.JPG,beaver,stream,9.43,3.04,2.04,3.58,4.59,2.87,8.17,5.67,3.55,2.72,Bea13LS.02_90,Beaver,1,no,1.16,44.04,7.45,5,7.33,5,,16,16,Bea13LS.02_90.JPG,1.1,1.2,1.16,3.2
BeaS13.091,32,BeaS13.02_91.JPG,beaver,stream,beaver.S,5.59,6.16,11.55,2.55,8.95,2.17,11.48,1.63,2.86,4.14,13.62,7.44,6.62,23.62,1031.06,51.93,32,Bea13LS.02_91b_ventral_retake.JPG,beaver,stream,10.43,3.37,3.09,4.61,5.52,3.65,9.74,6.59,4.41,3.3,Bea13LS.02_91,Beaver,1,no,2.03,50.97,7.58,5,7.9,5,,16,16,Bea13LS.02_91.JPG,1.13,1.16,1.07,2.3
BeaS13.092,33,BeaS13.02_92_side_retake.JPG,beaver,stream,beaver.S,5.61,6.4,11.51,2.25,9.02,2.44,12.22,3.07,2.4,4.9,13.9,8.31,6.72,24.03,972.7,52.45,33,Bea13LS.02_92_ventral_retake.JPG,beaver,stream,10.42,4.1,4.33,5.07,6.25,4.83,11.24,7.56,4.68,3.38,Bea13LS.02_92,Beaver,1,no,2.41,52.07,7.8,5,7.88,6,,17,17,Bea13LS.02_92.JPG,1.08,1.04,1.21,2
BeaS13.093,34,BeaS13.02_93.JPG,beaver,stream,beaver.S,5.29,6.6,13.96,2.54,9.62,3.42,12.22,1.53,2.66,4.41,13.97,8.01,6.64,25.47,1354.7,52.87,34,Bea13LS.02_93_ventral_retake.JPG,beaver,stream,11.1,3.58,3.43,4.95,5.71,3.79,9.83,6.62,4.88,3.4,Bea13LS.02_93,Beaver,1,no,2.4,53.16,7.79,5,7.79,5,,19,19,Bea13LS.02_93b.JPG,1.02,1.09,1.14,2.48
BeaS13.094,35,BeaS13.02_94.JPG,beaver,stream,beaver.S,5.16,6.63,10.5,2.04,8.36,NA,10.38,1.66,3.55,4.32,14.3,8.93,5.97,23.98,1242.25,46.01,35,Bea13LS.02_94_ventral_retake.JPG,beaver,stream,9.98,3.24,2.09,3.74,4.82,3.31,9.35,6.21,3.92,2.88,Bea13LS.02_94,Beaver,1,no,1.35,44.9,8.17,5,8.31,6,,16,16,Bea13LS.02_94b.JPG,0.95,0.86,0.95,3.13
BeaS13.095,36,BeaS13.02_95.JPG,beaver,stream,beaver.S,5.32,6.39,10.06,1.88,7.84,2.67,10.34,1.76,2.86,4.15,12.39,6.41,6.09,20.37,895.1,46.29,36,Bea13LS.02_95b_ventral_retake.JPG,beaver,stream,9.72,3.45,3.3,4.07,5.37,3.39,10.3,7.27,4.03,2.94,Bea13LS.02_95,Beaver,1,no,1.47,46.57,8.26,5,8.5,5,,17,17,Bea13LS.02_95.JPG,1.01,1.06,0.92,2.69
BeaS13.096,37,BeaS13.02_96.JPG,beaver,stream,beaver.S,5.26,6.01,8.39,2.11,6.2,2.19,9.06,1.39,2.8,3.91,11.5,7.48,5.47,20.91,935.43,42.19,37,Bea13LS.02_96b.JPG,beaver,stream,8.54,2.88,3.1,3.71,4.68,3.03,9.85,6.89,3.54,2.69,Bea13LS.02_96,Beaver,1,no,1.11,43.01,8.14,5,7.94,5,,15,15,Bea13LS.02_96.JPG,1,1.03,1.02,2.73
BeaS13.097,38,BeaS13.02_97.JPG,beaver,stream,beaver.S,5.38,5.72,12.07,2.32,8.12,2.01,10.97,2.62,3.37,4.99,14.14,9.08,6.04,24.37,1233.3,48.42,38,Bea13LS.02_97.JPG,beaver,stream,10.66,3.37,2.79,4.12,4.86,3.3,9.39,7.16,4.87,3.31,Bea13LS.02_97,Beaver,1,no,1.78,47.47,7.52,7,7.82,7,,17,17,Bea13LS.02_97.JPG,0.93,0.84,0.81,3.03
BeaS13.098,39,BeaS13.02_98.JPG,beaver,stream,beaver.S,5.32,6.19,10.91,2.27,8.56,2.24,12.09,1.92,3.72,4.54,14.55,8.83,6.81,24.66,1037.27,52,39,Bea13LS.02_98_ventral_retake.JPG,beaver,stream,10.66,4.38,4.56,4.32,5.79,4.27,9.95,6.92,4.41,3.23,Bea13LS.02_98,Beaver,1,no,2.21,52.19,7.75,5,7.77,5,,16,16,Bea13LS.02_98.JPG,1.12,1.18,0.93,2.14
BeaS13.099,40,BeaS13.02_99.JPG,beaver,stream,beaver.S,5.77,6.53,10.89,2.05,6.87,2.3,11.47,1.96,2.58,4.22,12.85,8.5,5.61,24.82,882.37,47.02,40,Bea13LS.02_99_ventral_retake.JPG,beaver,stream,8.96,4.2,3.68,5.22,5.9,3.29,10.26,7.39,4.33,3.35,Bea13LS.02_99,Beaver,1,no,1.98,47.22,7.99,6,8.19,5,,17,17,Bea13LS.02_99b.JPG,0.97,0.81,1.02,2.99
BooL13.001,1,BooL13.01_01.JPG,boot,lake,boot.L,6.51,7.67,17.63,2.68,13.98,3.67,14.32,3.92,5.79,6.22,19.65,10.91,8.9,31.02,1645.31,67.25,1,BooL13.01_01.JPG,boot,lake,14.34,4.29,3.4,6.44,6.29,3.83,13.66,9.73,5.99,4.55,BooL13.01_01,Boot,0,yes,3.76,64.78,NA,7,10.46,7,LEFT CLIPPED,22,19 3 along top got left behind,BooL13.01_01.JPG,1.14,1.37,1.14,2.27
BooL13.002,2,BooL13.01_02_side_retake.JPG,boot,lake,boot.L,6.48,7.59,16.39,2.77,11.95,3.02,12.08,2.7,5.05,5.24,17.41,10.49,8.55,29.52,1483.67,60.69,2,BooL13.01_02b.JPG,boot,lake,13.36,4.06,2.68,5.15,6.07,4.27,12.29,8.96,5.61,4.21,BooL13.01_02,Boot,0,yes,3.05,59.9,NA,7,10.28,8,LEFT CLIPPED,20,20,BooL13.01_02.JPG,1.37,1.16,1.33,2.29
BooL13.003,3,BooL13.01_03.JPG,boot,lake,boot.L,7.24,8.22,17.82,2.71,12.77,3.87,13.32,3.11,5.48,5.76,18.99,13.02,8.82,33.7,1880.63,66,3,BooL13.01_03.JPG,boot,lake,13.75,4.21,3.12,5.94,6.64,4.55,13.02,9.54,6.52,4.45,BooL13.01_03,Boot,0,yes,4.21,65.72,NA,7,9.17,7,LEFT CLIPPED,20,20,BooL13.01_03.JPG,1.39,1.21,1.38,2.37
BooL13.004,4,BooL13.01_04.JPG,boot,lake,boot.L,6.61,7.97,16.57,2.72,13.49,4.01,13.36,3.6,6,5.75,19.9,12.55,9.9,34.32,2032.28,67.66,4,BooL13.01_04.JPG,boot,lake,14.86,3.96,3.02,5.85,6.04,4.54,12.86,9.37,6.34,4.24,BooL13.01_04,Boot,0,yes,3.69,66.36,NA,7,9.97,7,LEFT CLIPPED,21,21,BooL13.01_04.JPG,1.46,1.5,1.46,2.1
BooL13.005,5,BooL13.01_05.JPG,boot,lake,boot.L,8.05,9.37,18.02,3.05,12.78,4.11,15.33,3.07,5.2,6.5,19.11,12.75,9.57,35.45,2049.59,71.36,5,BooL13.01_05.JPG,boot,lake,13.66,3.84,3.36,7.04,7.36,5,15.3,11.55,5.91,4.11,BooL13.01_05,Boot,0,yes,4.64,68.88,NA,8,NA,12,right clipped,21,21,BooL13.01_05.JPG,1.47,1.55,1.31,2.32
BooL13.006,6,BooL13.01_06.JPG,boot,lake,boot.L,7.59,9.37,16.27,2.93,13.21,3,14.67,3.7,5.45,6.38,19.22,11.79,9.47,33.55,1904.5,65.66,6,BooL13.01_06.JPG,boot,lake,13.78,3.87,2.96,5.97,6.59,4.69,14.09,9.73,5.64,4.16,BooL13.01_06,Boot,0,yes,3.88,64.02,NA,7,11.86,7,LEFT CLIPPED,18,18,BooL13.01_06.JPG,1.42,1.48,1.56,2.14
BooL13.007,7,BooL13.01_07.JPG,boot,lake,boot.L,7.67,8.75,18.68,3.09,13.74,3.75,14.48,3.81,5.63,6.67,20.93,11.25,10,32.92,1771.7,67.99,7,BooL13.01_07.JPG,boot,lake,15.79,4.38,2.72,6.45,6.3,4.16,13.95,10.31,6.09,4.47,BooL13.01_07,Boot,0,yes,4.14,66.8,NA,7,9.9,7,LEFT CLIPPED,20,20,BooL13.01_07.JPG,1.35,1.29,1.29,2.44
BooL13.008,8,BooL13.01_08.JPG,boot,lake,boot.L,6.91,8.15,17.08,2.58,13.63,3.97,12.93,3.11,5.91,6.08,19.63,10.96,8.18,30.13,1615.91,68.03,8,BooL13.01_08.JPG,boot,lake,13.99,4.42,2.12,4.73,6.14,4.82,13.98,10.24,6.01,4.31,BooL13.01_08,Boot,0,yes,3.41,66.55,NA,7,10.97,7,LEFT CLIPPED,22,22,BooL13.01_08.JPG,1.16,1.29,1.24,2.58
BooL13.009,9,BooL13.01_09.JPG,boot,lake,boot.L,6.23,7.77,17.46,2.32,12.45,3.53,13.06,3.29,5.2,5.54,18.08,10.75,8.88,30.73,1613.62,64.75,9,BooL13.01_09.JPG,boot,lake,14.33,3.87,2.53,5.55,5.91,4.27,12.78,9.21,5.77,4.17,BooL13.01_09,Boot,0,yes,3.25,63.09,NA,7,10.3,7,LEFT CLIPPED,19,19,BooL13.01_09.JPG,1.43,1.41,1.4,2.26
BooL13.010,10,BooL13.01_10.JPG,boot,lake,boot.L,5.88,6.99,14.56,2.23,9.63,3.03,10.57,2.59,4.36,4.82,15.61,7.67,7.01,22.99,879.36,54.52,10,BooL13.01_10.JPG,boot,lake,11.98,3.27,2.6,4.41,4.77,3.4,11.7,8.15,4.68,3.71,BooL13.01_10,Boot,0,yes,1.94,54.67,NA,7,8.58,7,LEFT CLIPPED,20,20,BooL13.01_10.JPG,1.22,1.06,0.82,2.54
